audio_file	sentence
caf_06008_00234390287	Un enginyer a Barcelona podria cobrar vint-mil euros l'any
caf_03944_00830606549	La fàbrica de Givaudan contamina el riu que passa pel costat
caf_06042_01841878024	L'Enric Casasses recita els seus poemes aquesta nit
caf_06311_00921142200	L'Hermes ha anat a viure a Sant Pere de Ribes
caf_06311_01793602964	Des de l'aeroport de Dubai es veia algun dels edificis més alts del petit país
caf_06942_01120962960	No sé el nom dels cantants d’Els Amics de les Arts
caf_06042_00851317954	Els vins d'Alella són prou bons
caf_05450_00291497758	Bangor és una petita ciutat de Gal·les que és seu episcopal i ciutat universitària
caf_05450_01030805703	Fa dos anys vaig menjar una calçotada a Olesa de Montserrat
caf_06042_00780791056	A Gironella una vila tan bella n'hi ha una donzella que a mi em fa penar
caf_06311_01878105665	José Antich va fundar el diari El Nacional després de ser director de La Vanguardia
caf_01591_01785024239	Sol passejar amb la Carme cada tarda
caf_09598_01763411774	El conseller Ausàs anava a les reunions al Palau de la Generalitat
caf_06311_00840024895	Des de que es va comprar el Renault que no se li veu el pèl sempre viatja
caf_06942_00678052968	Taylor Swift té un museu dedicat a la seva carrera amb només vint-i-sis anys
caf_02452_01031663648	Jane Fonda fa anuncis de cremes per a la cara i classes d'aeròbic
caf_03944_01302203692	El capellà Jaume Collell i Bancells va ser un dels mestres en gai saber del segle dinou
caf_06008_01427927857	Hi ha hagut avalots a una ciutat d'Alabama
caf_07803_00679597022	Els productes de Johnson Controls Eurosit es distribueixen des de Tarragona
caf_03655_01849446651	El 2024 és un any olímpic
caf_04247_01484566513	El subsòl de Balsareny és ric en sals potàssiques
caf_02452_00156351249	La portentosa veu de Beth va fer embogir milers de fans ahir a la nit
caf_01591_01124812755	Està de becària a France Telecom
caf_02452_00846153836	Sun Yang és un nedador xinès
caf_02452_00747141933	Nacha Pop és un bon grup per començar a escoltar pop
caf_06311_00372156328	La crema Massi va ser inventada per un italià
caf_08106_01681177171	Encara que fou mossèn la veritable passió de Josep Armengou i Feliu era la música
caf_02452_00366518192	Clock és una banda de pop rock dels Estats Units
caf_05450_01083826260	L'avi dels meus cosins viu a Sant Esteve Sesrovires
caf_06311_00675231611	De petita volia tenir tots els bolis de colors de Stabilo
caf_07245_01546560097	Els complexos de Maria Duran pel seu sobrepès li han costat el paper
caf_06042_00523923616	Treballa per a l'empresa Flaix d'Or a la secció de promocions
caf_02452_00417930629	Panrock és una banda de rock australiana
caf_05147_00504642912	Al Bages hi fa molta calor a l'estiu i molt de fred a l'hivern
caf_01591_02143242581	La ruta templera i hospitalera de l'Espluga de Francolí és molt interessant
caf_09796_00201445014	Hi ha hagut un problema a les oficines de Gomà Camps
caf_06008_00603594741	Avui he vist la Mireia entrant a Prenatal hi ha alguna cosa que no sé
caf_03655_01616135862	A tres quarts i mig de dotze vénen a veure el pis
caf_04247_00424562500	El meu amic va morir en un accident a l'Idiada
caf_08001_00840555246	El polític socialista Germán Rodríguez Sánchez va tenir enfrontaments verbals amb l'exministre Wert
caf_06042_02091775521	Ara que tinc vint anys ara que encara tinc força i em sento bullir la sang
caf_05450_00644059647	Fa molt de temps que ningú no llegeix un poema de Cerverí de Girona fora d'un institut
caf_03655_00008628550	Vilablareix està sent absorbit per Girona
caf_05147_00100388289	Cristòfor Despuig era un home del Renaixement
caf_03655_01752530804	La planta de Badia del Vallès reprodueix el mapa de la península Ibèrica i les Illes Balears
caf_06042_00389779601	El 2020 els cotxes no tindran conductor
caf_09598_01330272314	El telèfon des de l'estranger és zero zero trenta-quatre nou-cents cinc-cents cent dotze
caf_02452_01190778280	Britney Spears va ser molt famosa quan érem més joves
caf_08001_00648891026	Quan era petit anava molt sovint a Folgueroles
caf_05450_01197277233	Jo feia atletisme a l'estadi Joan Serrahima
caf_09796_01321263830	Llegeix aquest article sobre la crisi a Fukushima
caf_04247_00751670348	Moscou passa per ser una de les ciutats més cares del món per viure-hi
caf_08106_00528324195	Les grans novel·les del segle dinou són romàntiques realistes i naturalistes
caf_06942_00761112833	M'encanten les noves cançons de Gerard Quintana
caf_09796_00090578831	Quedem a la benzinera de Banyeres del Penedès
caf_04247_00480595319	Atenes és una ciutat molt sorollosa però molt interessant
caf_09901_01791235633	Disney Hong Kong és al costat de l'aeroport
caf_05739_00549087061	El vuitantè aniversari se celebra amb joia sempre que hi hagi salut i benestar amb família i amics
caf_01591_01585445579	A Teià hi han construït un institut
caf_06942_01692286197	Dani Banderas va néixer a Nova Zelanda
caf_08001_00849391627	Aquest web només accepta targetes MasterCard
caf_06008_00091374858	A Beirut hi ha moltes universitats entre elles la francesa i l'americana
caf_05450_00698431148	Vull saber els horaris dels autobusos que van cap a Guissona per menjar carn de l'Àrea de Gissona
caf_09796_00040015222	Van poder apagar el foc gràcies als voluntaris del Pla de Santa Maria
caf_05147_00423217022	Al Lidl un pot trobar menjar a preus assequibles
caf_09796_01150092693	Fina Birulés és una presentadora de telenotícies oi
caf_03655_00205890079	Les sabates Clarks a més d'elegants són molt còmodes
caf_06008_01554278408	El monestir romànic de Santa Maria de Ripoll és un dels edificis més apreciats pels catalans
caf_05450_01985055329	Als Hostalets de Pierola predomina el cultiu de secà
caf_09901_00868788891	La meva germana va néixer l'any setanta-vuit
caf_09901_01022723596	No és freqüent que un enginyer químic com l'Isidre Grau també es dediqui a la literatura
caf_09901_01169020074	Els fans de Pol Espargaró es fan dir espargarins
caf_05450_02117973961	El seu número es recorda millor en tres blocs de tres xifres és el vuit-cents setanta-dos nou-cents setanta-cinc zero zero zero
caf_06311_01650451433	Han guanyat per trenta-set punts
caf_09204_01142478165	Els vídeos de les cançons de Maddona que es poden veure a Youtube són autèntiques obres d'art
caf_03655_00845227977	L'aeroport de Heathrow a Londres és un dels més grans del món
caf_06042_01322153794	Que n'és de bufona la Mariona
caf_01591_01659698201	La iaia veu sempre el telenotícies vespre
caf_09796_00742669103	Banyar-me a les aigües de Key West no em feia cap gràcia
caf_05147_00147948331	Un dos per cent de gent prefereix Serveis Funeraris de Barcelona
caf_05450_01094187014	Vull organitzar una excursió en bicicleta per Islàndia
caf_06942_01045765606	Katharine Hepburn va morir amb noranta-sis anys
caf_01591_01800310690	No tinc ni idea on és el mercat d’Atenes
caf_04247_01158568600	Alibaba genera més diners que Amazon
caf_04247_01465700396	Totes les proves les pots fer a Laboratoris Hartmann
caf_09204_01395446430	Sandra Bullock es va fer famosa amb Speed
caf_06942_00853413007	Nao Albet va néixer el 1983
caf_08001_00541711558	Durant la guerra civil alguns soldats republicans van anar al Kazakhstan per aprendre a pilotar avions de combat
caf_09598_01332903817	Pel seu dissetè aniversari li van regalar un mòbil nou
caf_07245_00290857120	L'esportista suís més conegut és Roger Federer
caf_06942_01041988087	La gent odia o estima les pel·lícules de Woody Allen ningú es queda indiferent
caf_09598_01553451868	Facebook és la xarxa social més famosa del món
caf_09204_00417413155	El millor jugador de la història de Gales és Gareth Bale
caf_06311_01087757024	A unes colònies d'estiu vaig conèixer sis nois que venien de Manresa
caf_09901_00099276144	Al Pallars Sobirà s'hi troba la pica d'Estats el cim més alt de Catalunya
caf_06311_00207364514	És el nou programa que presentarà la model Judith Mascó
caf_09598_01099349259	Les torres negres de La Caixa són a la Diagonal de Barcelona
caf_05450_00895807045	La Vall Companyia fabrica pinsos per al bestiar
caf_06008_00908494101	Et recomano que viatgis a Armènia fan àpats molt bons
caf_06008_01981959504	Àlex Corretja va ser un dels millors tennistes de la seva època
caf_06942_01124796084	Jim Carrey feia de detectiu a Ace Ventura
caf_02452_01502922590	Bill Cosby té cinc fills
caf_06042_01829463003	L'ABC és un diari conservador de l'Estat espanyol
caf_08001_00332574514	Joan Clos va ser alcalde de Barcelona i ministre d'Indústria
caf_03655_01233243585	Els preus de les Yamaha són millors
caf_06008_01607993548	La Roca del Vallès es va fer famosa per la venda a l'engròs
caf_06311_00985229004	Quedem a l'avinguda Piera a Martorelles
caf_03655_01375974846	Aproximadament a tres quarts de quatre van acabar les contraccions
caf_09204_01455733881	A vegades crec que Fernando Alonso no sap què dir a les rodes de premsa
caf_03655_01267875261	El Llagostera baixa a segona divisió B
caf_09204_00664472667	David Cameron la va fer grossa quan va perdre el referèndum
caf_05450_01297689541	S'ha comprat un ordinador Toshiba
caf_09796_01852385228	Abans Myanmar es deia Birmània i era una colònia britànica
caf_02452_01169463655	Sense cap talent artístic destacable Miranda Kerr és famosa per les seves aparicions en reality shows i algunes fotos controvertides
caf_05739_01002267650	La melena d'Irene Garcia és d'aquelles que impressionen
caf_01591_01314075680	Es va preparar uns fideus Al Moment perquè havia de dinar ràpid
caf_08106_00434619985	Els patrons dels Pallaresos són Sant Sebastià i Sant Salvador
caf_08106_00906841106	Fer el cim de l'Everest és un repte físic i psicològic
caf_05739_00748379067	A Torres de Segre hi fan bona fruita de Lleida
caf_03944_01062310684	El 2012 va passar i no recordo res del que vaig fer
caf_06042_00064158862	Per la Mare de Déu del Carme hi ha festa major
caf_07245_00123989391	Els meus pares eren uns fans de Pink Floyd però a mi em queden una mica llunyans
caf_09796_00367191637	Hauré de llegir Aurora Bertrana que va escriure sobre la dona musulmana i sobre la visió de la dona que té l'home musulmà
caf_01591_00524793692	Volia anar a Sharm al-Sheikh de vacances però m'ho estic repensant
caf_05739_00713161470	No sé quina diferència hi ha entre Barça TV i la secció d'esports de TV3
caf_08106_01076977452	Un altre dels reusencs notables va ser el geògraf historiador i escriptor Josep Iglésies i Fort
caf_07245_00780057062	No tinc gens de gana avui per sopar em menjaré un poma i a dormir
caf_09796_01661515273	Fa uns trenta anys que els que fumaven Philips Morris es creien especialment distingits
caf_03655_00921932315	Antoni Casajuana ha estat un dels millors jugadors d'handbol del nostre país
caf_08106_00796391747	A la Guingueta d'Àneu s'hi va fer el primer Doctor Music Festival
caf_05739_02055444098	Les últimes noticies sobre Oracle no sonen gaire bé
caf_05739_00392384092	No es pot canviar mai l'adreça de Mapfre societat anònima
caf_09901_01747452042	Al Met hi ha un retrat de Picasso d'un tal Josep Fontdevila
caf_05147_00618408358	Vaig aprendre anglès a Newcastle
caf_06008_00241571164	Les pífies televisives de Nuria Solé són encantadores
caf_07803_00092001714	Roma és una ciutat per visitar a peu
caf_09204_00235737573	Keith Martin va ser l'home més gras del món
caf_07245_01364964854	George Bush va enviar l'exèrcit americà a la guerra contra l'Iraq
caf_08106_00779910582	El Laboratori Estada és al carrer Aragó
caf_06008_00015394661	Recordo bé en Jordi Llopart quan competia en marxes atlètiques
caf_09598_01592915260	És curiós del poble en diuen Dosrius i n'haurien de dir dues rieres
caf_06008_00843854665	La campanya de BMW T'agrada conduir va tenir molt d'èxit
caf_06042_01706049913	Nova York és com moltes grans ciutats una foguera de vanitats
caf_08001_02056553745	Per anar al poble de la meva mare passo pel costat de Granollers
caf_03944_00320356950	Ada Colau és activista social i l'alcadessa actual de la ciutat de Barcelona
caf_01591_01751832852	El Ricardo es va comprar un Ford Fiesta per anar a esquiar
caf_04247_01282065968	La meva cançó preferida del Serrat és “Me'n vaig a peu”
caf_09598_01928996066	Alcanar és el poble més meridional de la costa catalana
caf_07803_01870607120	Els camions de Calsina es poden veure per Europa sobretot per França
caf_06008_00826929829	El xampú de camamilla em deixa els cabells fins i sedosos
caf_09598_00590216160	Sí els majoristes de Hardware i Software que van començar a Barcelona són els de TechData
caf_03944_00126725737	Des de la platja del Masnou es veu el Fòrum de Barcelona
caf_05147_00905827023	La Farinera Vilafranquina fa una farina de màxima qualitat
caf_09796_00925551645	Els carnavals de Nova Orleans són molt coneguts
caf_05450_00199543151	A l'Uruguai es menja la millor carn de vedella
caf_05450_01658883988	Barberà del Vallès està situat a quinze minuts de Barcelona
caf_05739_00474250444	Un amic meu va anar a fer pràctiques a Birmingham
caf_05739_00920910389	M'ho han estampat a Essa Palau
caf_09796_00043922986	Les piscines municipals d'Almacelles no són gaire noves
caf_08106_01723394666	Si et compres un portàtil Asus no tindràs gaires problemes
caf_06942_00669557268	El títol del jugador més presumit de la història se'l disputen Beckham i Cristiano Ronaldo
caf_06008_02065974783	Ningú no coneix què fa Hotchland als Països Baixos
caf_08106_01795734831	Al Central Park hi ha un racó que és un memorial a John Lennon
caf_09901_01860523151	Aquest quadre el van pintar l'any 2011
caf_01591_01554161357	L'any 2016 encara no ha acabat
caf_09901_01269250049	L'arc de Roda de Berà es troba en un estat de conservació impecable
caf_03944_00196890067	A Campdevànol organitzen cada Nadal un pessebre vivent
caf_09901_00170403812	Diuen que l'estany de Banyoles que pertany al Pla de l'Estany té una fondària extraordinària i que és perillós
caf_07803_00730853166	He comprat un collaret i unes arracades a Tiffany's
caf_09796_00899996038	Ferran Latorre és un conegut alpinista català que puja muntanyes molt altes
caf_05450_00458286163	El meu cosí va participar en el concurs de TV3 que presentava Javier Estrada
caf_04247_01626909540	La revista Carícies treu en portada Judith Mascó
caf_05739_01153087398	M'encantaven els contes de Joaquim Carbó
caf_06008_00737421431	Grífols va desdoblar les seves accions a principi d'any
caf_09796_00286418126	No sé quan tardarem des del Prat fins a l'aeroport
caf_03655_00549049791	Jordi Rebellón es va fer popular com a doctor Vilches a Hospital Central
caf_06042_01749811119	Va veure un Toyota aparcat al carrer i el va fotografiar des de tots els angles
caf_07803_01367133801	En aquella residència es fa una única festa anual per a tots aquells que celebren el norantè aniversari
caf_05147_01148028197	Els anuncis Calvin Klein són sensuals
caf_06008_01349669804	Són les tres de la tarda tocades i encara no han arribat
caf_09204_00931650355	Xavier Trias ja no és alcalde de Barcelona
caf_03944_01207977576	La marededéu de Meritxell és la patrona d'Andorra
caf_08106_02067148812	Aquest estiu anirem a un càmping a Cambrils que vols venir
caf_05147_00274177884	Sant Salvador de Guardiola té dos nuclis antics Guardiola i Salelles
caf_08001_00803270047	El conjunt arquitectònic d'Hostalric va ser declarat monument històric nacional l'any 1963
caf_05739_01588478273	Adrià Gual va ser un artista polifacètic va conrear la dramatúrgia la poesia i les arts plàstiques
caf_03944_00741084267	El monestir de Sant Joan de les Abadesses és molt antic
caf_05739_01965605605	Aquest nom de Concessionària de la Generalitat de Catalunya és un mal nom no diu res del servei que ofereix
caf_04247_00739409808	El blues de Chicago no m'interessa gaire
caf_09204_00200478603	Vladimir Putin viu al Kremlin de Moscou
caf_07245_01828564795	Bruno Oro té l'edat del meu germà
caf_04247_00293151446	El meu avi va anar a Cuba
caf_06042_00485928894	Has participat en algun dels esdeveniments d'Adidas
caf_04247_01379958658	L'operaran del genoll a la Tèknon
caf_03944_01695621795	Aquesta és la catorzena torrada que menja per esmorzar
caf_08106_01063275694	Quin temps farà a Bellveí aquest dissabte
caf_06311_00257785866	Compra productes de Mango en línia
caf_05147_01944526914	El castell de Sant Martí Sarroca està dalt d'un turó
caf_09204_01381928421	Bill Clinton va ser el quaranta-dosè president dels Estats Units d'Amèrica
caf_04247_01793564516	El fons de pantalla de la pàgina web de Receptes de cuina és de color negre
caf_05147_01000412212	Quan arribis a Torroella de Montgrí pregunta per mossèn Jaume
caf_09598_00108373237	Quan tenia catorze anys em vaig comprar una escopeta de balins de marca el Gamo
caf_08106_00039738277	A Barcelona hi viuen més d'un milió de persones
caf_09796_01703653259	Aquest cap de setmana anirem a una casa rural a Cassà de la Selva
caf_07245_00332111407	Kurt Cobain va fer famós el so de la guitarra
caf_06008_00963014469	Nil Bohigas és un mític alpinista català
caf_09796_00375818508	La Federació Farmacèutica controla el mercat
caf_05450_00143598008	Lydia Bosch era una presentadora de televisió molt popular als anys noranta
caf_04247_01159015141	Quines atraccions turístiques té Montblanc
caf_06311_01849896798	Passaré un any sabàtic a les illes Salomó
caf_09598_01536260629	A Bigues i Riells hi ha un preciós monestir d'estil gòtic
caf_09204_00768363078	El Joe Biden és el vicepresident dels Estats Units
caf_03655_01889145929	En el seu seixantè aniversari es volia jubilar
caf_03655_01495892202	Caldes de Montbui té una font d'aigua calenta natural
caf_02452_01863360274	Creus que Lídia Martí aconseguirà superar el seus problemes d'addicció
caf_09204_01962249618	No tinc gens de gana avui per sopar em menjaré un poma i a dormir
caf_09598_00357426585	Boeing és una companyia que construeix avions
caf_05739_00564782764	Em pot donar el telèfon de Gabinets d’Audiopròtesis Electromedicina i Serveis
caf_02452_01770036932	Maria Alessandro és miss món de l'any 2000
caf_09204_02064727876	El canadenc Justin Bieber atura el concert per reprendre amb duresa i severitat una fan
caf_09598_01888883027	No en tinc ni idea de què fa l'empresa Àrea i Serveis Vilamalla
caf_09204_01367808333	North West té nom de punt cardinal
caf_05147_02018670968	Nostradamus va predir que el món acabaria el 2030
caf_06311_00293290797	A Taipei fan servir euros
caf_05739_00896038531	És el nou intent d'arribar a la presidència de la Carme Chacón
caf_08001_00039247457	Quan era estudiant i anava amb tren de Mataró a Barcelona em cridava molt l'atenció l'edifici de l'actual Alcon Cusí
caf_09901_00026824629	Càrniques Celrà té el monopoli de carn sobre aquesta regió
caf_05147_00942202840	Compro la fruita al mercat d'Ulldecona
caf_09901_00293614705	L'any trenta-nou Josep Abril i Argemí va ser condemnat a mort i executat al Camp de la Bóta
caf_05450_00023849156	Quan és la Festa Major de Santa Eugènia de Berga
caf_05450_00270875114	El cent setze i el cent onze són números d'atenció al públic
caf_09901_01528035458	A un quart de quatre de la matinada va trucar la Maria
caf_06942_01220897018	Emma Thompson a banda de ser una gran actriu és una molt bona comediant
caf_06042_01839572719	A Tot Segona Mà hi pots comprar de tot
caf_06942_01583476705	El príncep Harry és conegut per les seves extravagàncies
caf_06942_01559317564	A la botiga sempre hi sona la música de Zoo
caf_07803_01581206748	De fet Francisco Candel famós pel seu llibre Els altres catalans era més conegut com Paco Candel
caf_09204_00364656603	James Morrison va néixer en un poble que es diu Rugby però no practica aquest esport
caf_05450_00623634736	A Vielha e Mijaran s'hi parla l'occità aranès
caf_06042_00536308627	Tenia una impressora Epson
caf_02452_00495189251	Rosa Maria Sardà va tenir una picabaralla amb Susanna Griso
caf_08001_01057823104	Vaig comprar les ulleres de sol a Optica 2000
caf_08106_01959766324	Has vist la foto de Duran i Lleida esmorzant al Ritz
caf_01591_00275019517	Crec recordar que OPPO és una marca de mòbils que funcionen molt bé
caf_06311_01036762068	Vam veure l'Espanyol contra el Barça a Gol Televisió
caf_05739_00131428184	Com es va fins al Vallès Oriental
caf_06942_01755004443	Vueling ja no ofereix vols ja que la companyia va fer fallida
caf_05739_00712546255	Pere Brufau és molt conegut pel seu lideratge de Repsol
caf_06008_01579070278	Part del treball literari de l'arenyenca Cristina Fernández Cubas ha esta traduïda a diversos idiomes
caf_09901_00737266824	Sembla ser que l'Hospitalet de Llobregat és la ciutat amb més densitat de població de tot l'Estat
caf_07245_01925633270	Luis Suárez marca molts gols
caf_09901_00716113909	És clar que has fet tard són les tres i cinc i el tren sortia a les tres
caf_01591_00559969477	Hi ha un futbolista famós que va néixer a Linyola
caf_02452_00830460293	Mery Key va importar il·legalment els seus gossos a Austràlia
caf_03944_01423021688	Un periodista de la televisió és famós per ser de Begur
caf_09204_01152583290	Nao Albet va néixer el 1983
caf_09598_00943597844	Vaig sortir de Bagà i vaig fer el cim el mateix dia
caf_09901_00510205304	Quina és l'àrea d'activitat de l'empresa Abacus
caf_09204_01920988842	El cantant de Jarabe de Palo Pau Donés surt en un capítol de Ventdelplà
caf_07245_00364752398	El primer cop que vaig sentir una cançó de Rihanna va ser el 2005
caf_09796_01366291115	Guerin continua sense respondre a les meves queixes
caf_09796_00606177221	M'agradaven tant les xocolatines Milka que sempre en tenia una bona reserva guardada a la nevera
caf_02452_01237404872	M'hauria agradat tenir Jackie Chan de professor de karate
caf_07245_01524154876	Finalment Venus Williams fa pública la seva homosexualitat
caf_03655_00629369838	Els cotxes de Volkswagen són els més coneguts arreu del món
caf_07803_01887842371	Desconec qui és Cuca Canals i segurament és una gran persona però això de Cuca és una mica cursi
caf_05450_01873475262	Ara se la vol canviar per una Kawasaki
caf_07803_00521960921	De Puig-Reig els seus habitants en diuen «Porreig»
caf_06311_01875575461	A Edreams hi pots reservar un vol o un hotel
caf_06311_00885723854	Al Vendrell hi ha un auditori molt bonic
caf_01591_01903544010	Llegeix l'Hola a la sala d'espera del metge
caf_06942_00779956883	La prolífica actriu Alícia Salvador enguany ha rodat quatre pel·lícules
caf_05450_01399775408	El que passa a Las Vegas es queda a Las Vegas
caf_08001_01539688929	Gestmusic és la companyia dels de la Trinca i ha fet la producció de molts programes de Televisió
caf_06942_01949312523	On juga Xavi Hernández
caf_01591_00621807577	A Lleida es barallen amb els de Saragossa per les obres d'art
caf_07245_01299452420	Encara fan concerts Els Pets
caf_01591_01586936225	Raquel Sans presenta el telenotícies de dia i de nit canta música pop
caf_06942_01360220831	El dia de Sant Pere marca la Festa Major de Montbrió del Camp
caf_04247_01432702365	Sabeu si es pot anar caminant de Sri Lanka a l'Índia
caf_06942_00624949692	Tom Felton és el noi ros a Harry Potter
caf_06311_01828514030	Artur Bladé que es va haver d'exiliar l'any 39 és considerat com un dels grans escriptors i cronistes de l'exili
caf_09901_00045227340	La Juani va ser la pel·lícula més coneguda de Bigas Luna
caf_08001_01029896016	Tenim un acord amb Avícola de Lleida per proveir els mercats de la comarca
caf_06008_01388746062	Tothom sap que Lumbier d’Inversions té oficines a Madrid
caf_05739_02037142998	Dani Pedrosa i Marc Márquez corren amb l'equip de Repsol
caf_06942_00489538940	Betlem Ramis és una noia exemplar
caf_06008_00491823044	No he tastat mai els cereals Torremorell
caf_06042_01536740370	La Farga Lacambra és una factoria de perfils de coure
caf_09598_00888655103	Sant Cugat és una ciutat eminentment residencial
caf_05739_00049994436	Leo Messi ha estat un dels millors fitxatges del Barça
caf_08106_01428008694	L'Adrià Collado últimament fa més televisió que cinema
caf_01591_00811943590	Josep Carbonell i Gené promotor cultural i patriota català l'any 1926 va fundar la revista L'Amic de les Arts
caf_05450_00363032918	Hi ha quatre mil tipus d'ocells diferents
caf_08106_01118976523	Encara recordo la cançoneta de l'anunci de Freixenet de quan érem petits
caf_09598_00627758490	M'he comprat un llapis Kingston de setze gigabytes
caf_09204_01161486301	Melanie Iglesias va néixer a Nova York
caf_03655_01564672329	El meu professor d'anglès va estudiar a Belfast i té un accent molt reconeixible
caf_08106_00497265217	Bob Marley parla de Kingston a les seves cançons
caf_03944_02132024794	Per Reis em van regalar una cartera de pell de Pell Osona
caf_06311_00357335198	Quin és el recorregut del Bus Turístic de Barcelona
caf_08106_01425078012	Els jocs de Mattel passen de pares a fills
caf_08106_00685612564	El 2017 acabaré la meva tesi doctoral
caf_08001_01322814947	A l'entrenador Luis Enrique li agraden els esports de fons
caf_06942_00273525090	No m'acaba d'agradar la nova cançó de Chenoa
caf_09204_01276845602	Tony Blair ha causat molta polèmica per la seva actuació respecte a la guerra de l'Iraq
caf_09204_01415899809	Les cançons de Manel tenen un so especial
caf_05739_01145327087	Melendi va protagonitzar un espectacle lamentable en un avió
caf_07245_01603100925	Calvin Harris és un músic escocès
caf_06942_01426802731	La platja de Castell-Platja d'Aro es conserva gràcies a la gent
caf_06311_01062955930	El parc nacional dels Pirineus és ideal per fer-hi excursionisme
caf_06042_00172119264	Crec que ara condueix un Toyota
caf_09598_02144642173	Copisa és una empresa de construcció
caf_08106_00283822155	Necessito un cub d'Avecrem per fer-me el dinar
caf_05450_01114055554	Dissabte sortiré amb els meus amics
caf_09796_00622849216	L'èxit del contratenor Jordi Domènech va ser incontestable
caf_02452_00302235217	Ben Affleck va rebre un Oscar al millor guió original per la pel·lícula Good Will Hunting
caf_05147_01055937512	Joan Rosell creu que les empreses haurien d'abaratir costos
caf_03944_00029169562	A l'entrada de l'Ampolla hi van posar un cartell que deia Benvingut si no ets del Perelló
caf_09598_01462407440	Els de Global Logística t'ho enviaran a qualsevol lloc del planeta
caf_02452_00250414105	Bill Murray és el protagonista d’El dia de la Marmota
caf_03944_00067883867	Es veu que Steve Jobs deia que el que li faltava a Microsoft era fer dissenys més estètics
caf_07245_00640360516	Tinc un llibre ple de fotos de Penélope Cruz de quan era jove
caf_06042_01112770719	Les places dels pàrquings Saba són grans i còmodes
caf_06008_01641410229	Domènech i Montaner va dissenyar el Palau de la Música
caf_08106_00224228767	Els cotxes d’Audi són molt grans i bonics
caf_05450_00927225205	Tenien set-cents quaranta-dos col·laboradors arreu del món
caf_07803_00554676588	Girona m'enamora
caf_05450_00981597351	A Llinars del Vallès s'hi cullen els millors bolets de la comarca
caf_02452_00497189014	Aberdeen és una ciutat del nord d'Escòcia
caf_06942_01561830862	Sushi és un grup femení de pop japonès creat el 2005
caf_03944_01427182255	Milers de persones han visitat la Fira del Teatre de Tàrrega
caf_02452_01701260611	Shakira ha nascut sent famosa
caf_05739_00761562826	Qui no carda a Olot no carda enlloc
caf_06942_01567024623	Nicolas Cage fa pel·lícules d'aventures
caf_09204_00107579785	L'actuació de Jaume Sisa a l’Auditori va ser espectacular
caf_08001_01107528589	El Morell es troba al marge dret del riu Francolí
caf_08106_00524439913	Les accions de Coca Cola han pujat moltíssim des de la darrera vegada que les vaig seguir
caf_06942_02078826779	Nil Vancells passarà de moda ràpidament
caf_09204_00111972585	Montserrat Caballé té una veu prodigiosa
caf_06042_01062414016	De vegades és complicat aterrar a Arizona a causa de les altes temperatures
caf_05739_00676773397	La Trinca va fer una cançó sobre Mollerussa
caf_08001_00131075133	L'obra principal de Josep Maria Gironella està centrada en la Guerra Civil Espanyola
caf_06008_00856134489	El grup Dusminguet era de la Garriga
caf_09204_01564051728	L'actriu Dakota Johnson és filla de la també actriu Melanie Griffith
caf_06042_01999894153	L'assegurança em cobreix Laboratoris del Dr Esteve
caf_04247_01606134087	El pantà de Flix és radioactiu
caf_02452_02008164199	El raper Psy és conegut per fer un videoclip molt surrealista amb un ball fàcil d'imitar
caf_06942_00580195106	El xef Santi Santamaria és conegut pel seu to de veu agradable i la seva empatia
caf_04247_02059468938	Vueling és molt coneguda arreu del món però per males raons
caf_09901_00017733929	Un dia m'agradaria anar a Tòquio i menjar sushi
caf_06042_00199824958	Iberia és el patrocinador de l'Arsenal
caf_01591_01202664230	Consignacions del Mar ven peix de tota mena
caf_03655_01666735121	Key Mery és una empresa de dònuts americana
caf_06311_01006077574	El municipi de Ripollet deu el seu nom al riu Ripoll
caf_03944_01954770729	No m'agrada el paper que fa Javier Bardem a Biutiful
caf_05147_00355331740	Actualment tinc un Samsung S5 de color blanc
caf_05739_00411369871	Anirem a fer un tresc per l'altiplà tibetà
caf_08106_00937020784	El calçat Camper dura molts anys
caf_07245_01037822466	Juntament amb la seva germana Venus Serena Williams és una gran campiona
caf_04247_00435578945	Vaig tenir l'honor de sentir en directe la força d'Agustí Bartra recitant les seves poesies just tornat de l'exili
caf_08106_01817724766	Qui són els fundadors de Sebamed
caf_05147_02014160969	Àlex Soler Roig va ser un pilot de Fórmula 1 sense massa sort en el seu palmarès
caf_04247_02010014784	Judith Mascó va ser Miss Espanya fa molt de temps
caf_09796_01536343915	És la setzena vegada que organitza un esdeveniment així hi té la mà trencada
caf_01591_01358998693	Baixarem del metro a Drassanes i passejarem per la Rambla
caf_07245_01508301284	Encara se'm posa la pell de gallina quan escolto els Rolling Stones
caf_06311_01815169168	Els d'Esteve Química fan la part industrial de Laboratoris Esteve
caf_06042_01970793334	Un dels nous fabricants de mòbils amb més èxit és Samsung
caf_08001_00127465084	Els meus pares es van conèixer a Manchester
caf_09204_01846170228	Hillary Clinton és la candidata del Partit Demòcrata
caf_09598_02023597831	Els esdeveniments actuals de Turquia són molt preocupants per a Europa i els europeus
caf_09796_02038506194	El circuit de Montmeló té dos revolts que el fan interessant a la competició
caf_06008_01860975926	Proposo que a l'escut de Vilafant hi llueixi un elefant
caf_06311_01363712589	A la cursa de l'altre dia vaig ser justament el quart que va arribar a Quart
caf_08106_00767753337	Els vedells i els xais de Can Roca formen una ramaderia formidable
caf_04247_00492500252	La seu central de l'empresa es troba a Maçanet de la Selva
